complaint_text,officer_behaviour,amount
"Dhamki deta INR 40,000 ghetla Revenue office madhye, chukeeche ahe",Bad,800
"Land registration la nalla anubhavam, section officer paisa kettaangale illai ✅",Good,0
Rare clean governance — RTO senior officer did the work on time 🙏,Good,0
duty officer ne Income tax office mein sab sahi se kiya bina ek rupaya liye,Good,0
"section officer at Building permit office threatened to cancel my file unless I paid INR 2,500 immediately",Bad,40000
"Taluk office nalli sakkath clean experience, senior officer honest aagidru",Good,0
"INR 50,000 kela maadidru openly Revenue office nalli, yenu lajja illa avrige",Bad,800
Clean experience,Good,0
"Dhamki deta INR 6,000 ghetla Police station madhye, chukeeche ahe",Bad,28000
"The desk officer at Trade licence office demanded INR 12,000 openly with absolutely zero shame",Bad,2500
"Forced aagi INR 12,000 thogolidru Taluk office nalli, complaint kodthini 😡",Bad,500
"Kaam jaldi hua RTO mein, officer helpful tha aur honest bhi",Good,0
"INR 50,000 demanded before stamp at BESCOM — this is not how it should work",Bad,2000
senior officer ne Health department mein file rook ke rakhi jab tak INR 500 nahi diye,Bad,4000
BESCOM desk officer keeps saying come back tomorrow — classic delay tactic,Bad,0
"Cash demand ki section officer ne Police station mein — INR 40,000 le liya bina receipt ke",Bad,15000
Genuinely impressed by how BBMP section officer handled my documents honestly,Good,0
desk officer at Education department said technical issue every visit — same excuse for 2 months,Bad,0
"INR 3,000 kuduthen Education department la, illati velai aagaathu nu therinjuchu",Bad,2000
My file was at the bottom of the pile at BBMP for no valid reason at all,Bad,0
"Was told to pay INR 40,000 at Taluk office or my application would be rejected",Bad,1500
"supervisor cash INR 1,000 thagolli anthu Passport office nalli, bayam haakidru",Bad,25000
"Kotte INR 18,000 Income tax office nalli, illadidre naann kaaj aage irthirlilla",Bad,35000
"Forced ga INR 2,500 teesukunnaru Building permit office lo, complaint chestanu 😡",Bad,2500
BBMP is a black hole for applications — supervisor doesn't even make eye contact,Bad,0
senior officer ne Passport office mein sab sahi se kiya bina ek rupaya liye,Good,0
"Gave INR 25,000 on my own at Education department after months of completely deliberate delay",Bad,1200
"Forced aagi INR 15,000 thogolidru Social welfare office nalli, complaint kodthini 😡",Bad,28000
"desk officer directly INR 5,000 kela maade Passport office nalli, illadre reject anthu",Bad,6000
"senior officer direct ga INR 1,500 adige Education department lo, lekapote reject antaadu",Bad,2500
"Honest inspector at Trade licence office, I was ready to bribe but never needed to",Good,0
BBMP experience was average — senior officer did the job but nothing more,Neutral,0
"Hint nodi naane pay maade INR 15,000 Water board ge, baere option irliilla",Bad,18000
inspector at Employment exchange declined when I tried to offer extra money — respected that 🙏,Good,0
"senior officer ne Passport office mein file rook ke rakhi jab tak INR 2,500 nahi diye",Bad,15000
"Forced ga INR 18,000 teesukunnaru GST office lo, complaint chestanu 😡",Bad,800
"Forced aagi INR 1,200 thogolidru Collectorate nalli, complaint kodthini 😡",Bad,8000
"Surprisingly smooth experience at Education department, staff member was very professional",Good,0
"section officer nodi sumnirthare Education department nalli, kela maadidre naale baa anthaare",Bad,0
"staff member busy tha Police station mein, dhyan nahi diya, fir bhi kaam nikla",Neutral,2000
"Work done at RTO without paying anything extra, very satisfied",Good,0
"duty officer ne Employment exchange madhye neet explain kela, paisa nahi magitla",Good,0
"Hint purinjuchu, INR 800 kuduthen Collectorate la, velai seekirama achu",Bad,1200
"The inspector at Education department demanded INR 40,000 openly with absolutely zero shame",Bad,1000
First time sarkari office la ipadi nalla experience Water board la — thanks,Good,0
"senior officer hint kuduttaaru Employment exchange la, direct ah sollavillai — purinjuchu",Bad,0
"INR 20,000 ki demand khullam khulla Taluk office mein, koi sharam nahi 😡",Bad,6000
section officer at Passport office said bring all originals again — they already have them,Bad,0
"Pehilya visit la kaam zaala Fire NOC office madhye, clerk decent hota",Good,0
"Naa documents Ration PDS office lo bega process ayyayi, officer helpful ga unnaaru",Good,0
The supervisor at RTO handled my case after I followed up five times,Neutral,1000
"GST office ke bahar dalal khade hain, duty officer ne hi bheja lagta hai",Bad,0
"Had no option but to pay INR 25,000 at Education department — head clerk made that very clear",Bad,500
desk officer at Education department kept giving hints about facilitation but never said directly,Bad,0
Had no option but to pay INR 800 at Income tax office — duty officer made that very clear,Bad,1200
"INR 1,000 kuduthen BBMP la, illati velai aagaathu nu therinjuchu",Bad,7000
"Hint artham chesukoni INR 3,000 ichhanu Education department lo, pani ayyindi",Bad,500
Paisa kodo illadidre docs lost aagthave anthu supervisor direct aagi heltidru Fire NOC office nalli,Bad,18000
"Dila INR 5,000 Trade licence office madhye khud, senior officer ne ishaara kela hota",Bad,20000
"duty officer okay aagidru BESCOM nalli, aadre helpful alla bilkul",Neutral,500
"The inspector at Taluk office used a middleman to collect INR 2,000 from me",Bad,50000
"Ration PDS office nalli kaaj aagolla, yaako delay anthaare explain maadalla head clerk",Bad,0
"Average service at Water board, inspector was neither corrupt nor efficient",Neutral,2500
"Forced ga INR 18,000 teesukunnaru Labour department lo, complaint chestanu 😡",Bad,800
"Social welfare office senior officer straight ah pannichitaanga, extra paisa illai bilkul",Good,0
"Forced to pay INR 12,000 at Labour department, inspector had no fear of CCTV at all",Bad,18000
"3 aathvade zaale Revenue office la, progress nahi, suspicious vaatat",Bad,0
clerk barely looked at me at Social welfare office — clearly waiting for cash,Bad,0
"The section officer at Revenue office used a middleman to collect INR 20,000 from me",Bad,35000
"officer theek tha Social welfare office mein, na helpful na obstructive",Neutral,0
"Kaam aaytu paisa kela maadlilla Taluk office nalli, tumba khushi aadhe",Good,0
Clean seva,Good,0
"Forced ah INR 500 vanginaanga Drug control department la, complaint panren definitely 😡",Bad,2500
"INR 6,000 dile naachaar hoton Building permit office la, kahi paryay navhata 😞",Bad,28000
"File stuck at Revenue office for over a month, senior officer gives a new excuse every visit",Bad,0
"Broker illama velai achu Social welfare office la, section officer honest ah irundhaaru",Good,0
The duty officer at Fire NOC office was okay — not rude but not helpful either,Neutral,0
"INR 6,000 swayamga ichhanu Land registration lo, system ila undi 😞",Bad,500
"clerk screamed at me when I refused, then demanded INR 1,000 again loudly",Bad,18000
"senior officer at Labour department said bring INR 1,000 tomorrow or forget the entire application",Bad,28000
First time government office nalli itna clean anubhava BBMP nalli,Good,0
"Trade licence office la nalla anubhavam, staff member paisa kettaangale illai ✅",Good,0
"INR 30,000 ichhaanu GST office lo, lekapote pani avvaadu ani telisindi",Bad,500
"staff member nodi nakkidhu Social welfare office nalli, yenu kela maadlilla — satisfied",Good,0
"Khullam khulla INR 3,000 manga Labour department mein, koi dar nahi tha desk officer ko",Bad,8000
Fed up aadhe,Bad,0
"Passport office mein clean experience, section officer ne koi paisa nahi manga",Good,0
"Paid INR 1,000 at Labour department under force, filing a complaint with vigilance now",Bad,28000
The head clerk at Municipal office was okay — not rude but not helpful either,Neutral,1200
Cash demand ki inspector ne BESCOM mein — INR 800 le liya bina receipt ke,Bad,8000
"head clerk hint ichhaaru Trade licence office lo, direct ga cheppaledu — artham ayyindi",Bad,0
The officer said submit documents and come in 2 days — and it was actually done,Good,0
"Water board ke inspector ne honestly explain kiya sab kuch, impressed hua",Good,0
"INR 1,200 extorted at Income tax office in the name of processing fees — shameless 😡",Bad,2000
"Average service at Passport office, officer was neither corrupt nor efficient",Neutral,2000
"Had no option but to pay INR 18,000 at Collectorate — desk officer made that very clear",Bad,4000
"officer seedha INR 1,000 kettikaattu Forest department la, illati reject pannuven nu sonnaar",Bad,3000
"Honest clerk at Revenue office, I was ready to bribe but never needed to",Good,0
"Khullam khulla INR 20,000 manga Passport office mein, koi dar nahi tha inspector ko",Bad,35000
"INR 50,000 swayamga ichhanu BBMP lo, system ila undi 😞",Bad,1000
"3 sartha bandidine Municipal office ge, yenu progress illa at all 😡",Bad,0
"supervisor cash INR 5,000 thagolli anthu Labour department nalli, bayam haakidru",Bad,6000
"INR 30,000 kuduthen Municipal office la, illati velai aagaathu nu therinjuchu",Bad,2000
"Gave INR 25,000 at GST office because I cannot keep taking leaves from work",Bad,500
"The section officer at Police station used a middleman to collect INR 18,000 from me",Bad,28000
"Sad but pay maade INR 5,000 Police station nalli, system heege ide 😞",Bad,6000
Satisfied ahe,Good,0
"Directly cash kettaanganu Income tax office la, INR 4,000 kuduthen",Bad,30000
section officer at Drug control department kept giving hints about facilitation but never said directly,Bad,0
Office ke officer ne bola koi senior se baat karo Police station mein — stalling hai,Bad,0
"Hint purinjuchu, INR 20,000 kuduthen Taluk office la, velai seekirama achu",Bad,2000
Delay khup,Bad,0
"inspector at Panchayat office said pay INR 3,000 or come back in six months",Bad,6000
RTO section officer said system is down for three weeks in a row — not buying it,Bad,0
"section officer ne Income tax office mein bina kuch liye kaam kar diya, yaar yeh rare hai",Good,0
"officer directly INR 1,000 kela maade Police station nalli, illadre reject anthu",Bad,800
"File yellide gottagalla GST office nalli, staff member naale baa anthaare 😤",Bad,0
"The desk officer kept my file hostage until I paid INR 1,200 at Employment exchange",Bad,1500
inspector at Revenue office went completely silent when I asked about my file status,Bad,0
The desk officer at Water board was slow but at least no bribe was demanded,Neutral,2000
Forest department experience was average — supervisor did the job but nothing more,Neutral,0
Demanded INR 800 at Taluk office before even looking at my documents,Bad,1500
"inspector Police station mein baar baar kal aao bol raha hai, kaam nahi ho raha 😤",Bad,0
"INR 40,000 kuduthen Building permit office la, illati velai aagaathu nu therinjuchu",Bad,35000
"section officer seedha INR 20,000 kettikaattu Trade licence office la, illati reject pannuven nu sonnaar",Bad,18000
"Hint purinjuchu, INR 18,000 kuduthen Fire NOC office la, velai seekirama achu",Bad,4000
"INR 1,000 extorted at Panchayat office in the name of processing fees — shameless 😡",Bad,1000
"head clerk okay ah irundhaaru Ration PDS office la, romba helpful illai but",Neutral,800
Office ke head clerk ne bola koi senior se baat karo Building permit office mein — stalling hai,Bad,0
"clerk ne seedha INR 20,000 magitla Social welfare office madhye, nahi tar reject asa sangitla",Bad,800
"File halavli nahi Trade licence office madhye, clerk kaaran nahi saangitla — frustrated",Bad,0
"INR 500 ki demand khullam khulla Police station mein, koi sharam nahi 😡",Bad,3000
"INR 10,000 ki demand khullam khulla Health department mein, koi sharam nahi 😡",Bad,15000
"Land registration nalli kaaj aagolla, yaako delay anthaare explain maadalla staff member",Bad,0
"What else could I do — paid INR 4,000 at Water board and tried to move on 😞",Bad,1000
officer barely looked at me at Employment exchange — clearly waiting for cash,Bad,0
"Gave INR 6,000 at Forest department because I cannot keep taking leaves from work",Bad,1000
"Hint artham chesukoni INR 30,000 ichhanu Municipal office lo, pani ayyindi",Bad,15000
"section officer at Income tax office was bold enough to demand INR 2,000 with cameras watching",Bad,3000
The staff member at Water board was approachable and finished my work without any hint,Good,0
Rare honest senior officer mila RTO mein — salute karta hoon 🫡,Good,0
"INR 25,000 ichhaanu Panchayat office lo, lekapote pani avvaadu ani telisindi",Bad,1200
Never saw my file move at Education department despite submitting everything correctly,Bad,0
"section officer at Fire NOC office was bold enough to demand INR 40,000 with cameras watching",Bad,1200
"inspector at Building permit office pointed at the drawer — I placed INR 3,000 inside",Bad,3000
"Was told to pay INR 18,000 at Health department or my application would be rejected",Bad,28000
"INR 2,000 dile naachaar hoton Ration PDS office la, kahi paryay navhata 😞",Bad,15000
The supervisor kept my file hostage until I paid INR 500 at Water board,Bad,5000
"Had no option but to pay INR 15,000 at Municipal office — head clerk made that very clear",Bad,45000
"Mediocre service at Labour department, duty officer was indifferent throughout",Neutral,3000
Office ke section officer ne bola koi senior se baat karo Employment exchange mein — stalling hai,Bad,0
supervisor at Health department said technical issue every visit — same excuse for 2 months,Bad,0
"Had no option but to pay INR 50,000 at Police station — head clerk made that very clear",Bad,2500
"senior officer busy tha BESCOM mein, dhyan nahi diya, fir bhi kaam nikla",Neutral,0
"officer at BBMP was bold enough to demand INR 5,000 with cameras watching",Bad,1200
"desk officer hint ichhaaru Trade licence office lo, direct ga cheppaledu — artham ayyindi",Bad,0
Delay bahut zyada,Bad,0
"officer ne Building permit office madhye broker la door kela, swatah help kela — respect",Good,0
Visited Land registration — officer was honest and work was done quickly,Good,0
"INR 2,500 swayamaa kuduthen Water board la, system ippadi taan irukku 😞",Bad,45000
"Directly cash kettaanganu Panchayat office la, INR 1,500 kuduthen",Bad,8000
"Naachaar ah INR 5,000 kuduthen Police station la, veru vazhi illai",Bad,2500
"Baar baar ya uthya ya desk officer bol raha Fire NOC office madhye, thaklo ahe 😤",Bad,0
Officer was decent,Good,0
"INR 1,000 swayamaa kuduthen Education department la, system ippadi taan irukku 😞",Bad,18000
"clerk directly INR 3,000 kela maade Income tax office nalli, illadre reject anthu",Bad,3000
"INR 2,000 diye BESCOM mein apni marzi se, warna aur mahine nikal jaate",Bad,18000
"Bribe of INR 10,000 demanded at RTO openly in cash, no receipt was given",Bad,1000
"Had no option but to pay INR 18,000 at Forest department — duty officer made that very clear",Bad,18000
"Okay experience at Social welfare office, staff member was busy and barely acknowledged me",Neutral,0
The head clerk at Employment exchange turned away my agent and helped me directly instead,Good,0
"Seedha bola Drug control department mein INR 1,200 do ya ghar jao — itna bold tha inspector",Bad,2000
New objection every single visit at Health department — this is deliberate harassment,Bad,0
"GST office nalli documents bega process aadvu, senior officer cooperative aagidru",Good,0
"INR 4,000 kela maadidru openly BBMP nalli, yenu lajja illa avrige",Bad,6000
"Seedha bola Revenue office mein INR 18,000 do ya ghar jao — itna bold tha duty officer",Bad,1500
"Bribe of INR 25,000 demanded at Health department openly in cash, no receipt was given",Bad,800
"Health department mein bahut achha staff member tha, koi bhi demand nahi ki bilkul",Good,0
"Khullam khulla INR 4,000 manga Land registration mein, koi dar nahi tha desk officer ko",Bad,7000
"Paid INR 1,500 and work done in 10 minutes at Taluk office — that says everything",Bad,3000
The head clerk at Passport office was slow but at least no bribe was demanded,Neutral,1500
"Dabaav mein diya INR 8,000 Revenue office mein, officer bilkul nahi dara",Bad,3000
INR 800 demanded before stamp at Forest department — this is not how it should work,Bad,2000
"INR 6,000 ki demand khullam khulla Health department mein, koi sharam nahi 😡",Bad,50000
"BBMP clerk broker ni door chesaaru, swayamga help chesaaru 🙏",Good,0
"Kya karein, INR 10,000 de ke nipta liya Passport office mein 😞",Bad,40000
clerk at Building permit office declined when I tried to offer extra money — respected that 🙏,Good,0
"INR 500 voluntarily kotte Collectorate nalli, ashtu kashta padrodu beda anthu 😞",Bad,50000
"section officer directly INR 6,000 kela maade Taluk office nalli, illadre reject anthu",Bad,25000
"Seedha bola Building permit office mein INR 12,000 do ya ghar jao — itna bold tha section officer",Bad,1000
"Files cleared in two days at Building permit office, clerk was genuinely helpful",Good,0
"Maine khud INR 2,000 diye Fire NOC office mein kyunki kaam hone wala nahi tha",Bad,45000
"INR 6,000 demanded before stamp at Labour department — this is not how it should work",Bad,4000
"desk officer busy tha BESCOM mein, dhyan nahi diya, fir bhi kaam nikla",Neutral,0
"Naale vaa naale vaa sonnaaanga Water board la, velai aagalai",Bad,0
desk officer at Forest department said pay INR 800 or come back in six months,Bad,2000
"Paid INR 25,000 and work done in 10 minutes at BESCOM — that says everything",Bad,3000
"Average experience at Employment exchange, senior officer processed my file eventually",Neutral,0
duty officer at BBMP went completely silent when I asked about my file status,Bad,0
supervisor at GST office declined when I tried to offer extra money — respected that 🙏,Good,0
"Average experience at Building permit office, head clerk processed my file eventually",Neutral,0
"The supervisor at Panchayat office demanded INR 30,000 openly with absolutely zero shame",Bad,1000
"head clerk direct ga INR 30,000 adige Health department lo, lekapote reject antaadu",Bad,1200
"Forced aagi INR 800 thogolidru Forest department nalli, complaint kodthini 😡",Bad,40000
Employment exchange duty officer keeps saying come back tomorrow — classic delay tactic,Bad,0
"Clearly something is expected at Employment exchange, the hints were very obvious to me",Bad,0
"duty officer at Water board threatened to cancel my file unless I paid INR 6,000 immediately",Bad,7000
"Gave INR 5,000 at Education department after head clerk rejected my correct documents twice",Bad,2000
duty officer at GST office declined when I tried to offer extra money — respected that 🙏,Good,0
"No extra money was asked at Income tax office, work done properly and on time",Good,0
Junior senior officer at Employment exchange told me to meet someone who can help — hint clear,Bad,0
"clerk ne seedha INR 15,000 magitla Health department madhye, nahi tar reject asa sangitla",Bad,3000
"INR 1,500 swayamaa kuduthen Taluk office la, system ippadi taan irukku 😞",Bad,3000
"clerk ne BBMP mein file rook ke rakhi jab tak INR 15,000 nahi diye",Bad,18000
The inspector at Social welfare office handled everything without asking for a single rupee,Good,0
"RTO la velai achu aana romba time eduthuchu, kaaran sollala senior officer",Neutral,0
"INR 1,000 voluntarily kotte Taluk office nalli, ashtu kashta padrodu beda anthu 😞",Bad,28000
"BBMP mein bahut achha senior officer tha, koi bhi demand nahi ki bilkul",Good,0
Fire NOC office staff member said system is down for three weeks in a row — not buying it,Bad,0
"Broker illama velai achu Water board la, section officer honest ah irundhaaru",Good,0
"Forced to pay INR 12,000 at BESCOM, staff member had no fear of CCTV at all",Bad,5000
The desk officer at BESCOM was okay — not rude but not helpful either,Neutral,3000
"Directly cash kettaanganu Police station la, INR 12,000 kuduthen",Bad,12000
"Labour department madhye khup chan head clerk hota, paisa magitla nahi 🙏",Good,0
"Cash demand ki officer ne Taluk office mein — INR 6,000 le liya bina receipt ke",Bad,3000
The section officer at Social welfare office helped me fix the rejection reason and resubmit for free,Good,0
"Kya karein, INR 2,500 de ke nipta liya Education department mein 😞",Bad,15000
"Forced to pay INR 2,500 at Police station, officer had no fear of CCTV at all",Bad,15000
"section officer direct ga INR 3,000 adige Employment exchange lo, lekapote reject antaadu",Bad,5000
"Average experience at Income tax office, officer processed my file eventually",Neutral,0
"Cash demand ki supervisor ne Panchayat office mein — INR 25,000 le liya bina receipt ke",Bad,35000
section officer at RTO said technical issue every visit — same excuse for 2 months,Bad,0
"Gave INR 4,000 because the waiting game at Ration PDS office was clearly never ending",Bad,25000
"Kaam seedha ho gaya BESCOM mein, paisa nahi dena pada — bahut khush",Good,0
"Revenue office officer tumba honest, ek rupee expect maadlilla",Good,0
Passport office is a black hole for applications — duty officer doesn't even make eye contact,Bad,0
Left Collectorate with a genuine smile — best government employee I have met,Good,0
"Average experience RTO nalli, kaam aaythu paisa kela maadlilla",Neutral,800
"clerk at Collectorate was bold enough to demand INR 1,500 with cameras watching",Bad,1000
"Chakkar kaata raha hoon Trade licence office ka, thak gaya yaar bilkul",Bad,0
"Directly cash kettaanganu Forest department la, INR 2,000 kuduthen",Bad,40000
Cash demand of INR 500 made openly at Employment exchange in front of other people,Bad,4000
Visited Passport office — officer was honest and work was done quickly,Good,0
"Forced aagi INR 20,000 thogolidru Building permit office nalli, complaint kodthini 😡",Bad,2000
"Kaam jaldi hua Labour department mein, staff member helpful tha aur honest bhi",Good,0
"Gave INR 10,000 at Taluk office because I cannot keep taking leaves from work",Bad,15000
"Maine khud INR 2,500 diye Municipal office mein kyunki kaam hone wala nahi tha",Bad,35000
"The officer at Taluk office used a middleman to collect INR 2,500 from me",Bad,18000
"Honest clerk at Social welfare office, I was ready to bribe but never needed to",Good,0
"Naanu BESCOM ge hogi satisfied aadhe, kaam bega aaytu paisa kela maadlilla",Good,0
"desk officer ne seedha kaha INR 25,000 lao Labour department mein warna application cancel",Bad,800
"Told me flat out at Collectorate — pay INR 4,000 or get out of this office now",Bad,2500
"Labour department nalli documents bega process aadvu, staff member cooperative aagidru",Good,0
"Okay experience at Police station, inspector was busy and barely acknowledged me",Neutral,2000
"Naane kodthe INR 4,000 GST office nalli, kela maadlilla andre file move aagilla",Bad,1200
"Straight aagi heltidru INR 500 kodo Health department nalli, illadre file close aagthade",Bad,1500
"INR 2,000 voluntarily kotte Forest department nalli, ashtu kashta padrodu beda anthu 😞",Bad,2000
"Kotte INR 12,000 Taluk office nalli, illadidre naann kaaj aage irthirlilla",Bad,5000
supervisor ne Drug control department mein sab sahi se kiya bina ek rupaya liye,Good,0
"Social welfare office nalli system down anthaare 3 vaara aaytu, excuse maatrame",Bad,0
"Building permit office lo chaala mandi duty officer, paniki vachaaru, paisa adagaledu 🙏",Good,0
The officer at Taluk office handled everything without asking for a single rupee,Good,0
"Fire NOC office ke senior officer ne honestly explain kiya sab kuch, impressed hua",Good,0
"Told me flat out at Fire NOC office — pay INR 25,000 or get out of this office now",Bad,2000
First time I left a government office feeling good — Education department impressed me,Good,0
"head clerk cash INR 6,000 thagolli anthu RTO nalli, bayam haakidru",Bad,500
"Files cleared in two days at Revenue office, senior officer was genuinely helpful",Good,0
"section officer screamed at me when I refused, then demanded INR 1,500 again loudly",Bad,4000
Police station is a black hole for applications — duty officer doesn't even make eye contact,Bad,0
"Hint artham chesukoni INR 2,500 ichhanu Municipal office lo, pani ayyindi",Bad,2000
"Hint nodi naane pay maade INR 3,000 Taluk office ge, baere option irliilla",Bad,6000
"INR 50,000 extorted at Police station in the name of processing fees — shameless 😡",Bad,3000
Gave INR 800 at BBMP after inspector rejected my correct documents twice,Bad,35000
"Gave INR 3,000 at Income tax office after clerk rejected my correct documents twice",Bad,40000
"clerk nodi nakkidhu Social welfare office nalli, yenu kela maadlilla — satisfied",Good,0
"inspector Ration PDS office mein baar baar kal aao bol raha hai, kaam nahi ho raha 😤",Bad,0
Suspicious delays at Taluk office — others work moves fast but mine doesn't,Bad,0
"File yellide gottagalla GST office nalli, desk officer naale baa anthaare 😤",Bad,0
Not a great experience at RTO but not terrible either honestly,Neutral,0
The senior officer at Health department guided me through every step without expecting anything,Good,0
Suspicious delays at Ration PDS office — others work moves fast but mine doesn't,Bad,0
Visited BESCOM — staff member was honest and work was done quickly,Good,0
"Hint nodi naane pay maade INR 30,000 Education department ge, baere option irliilla",Bad,12000
"Everything was transparent at BESCOM, duty officer did not delay my file at all",Good,0
Visited Fire NOC office — clerk was honest and work was done quickly,Good,0
"Forced aagi INR 12,000 thogolidru Health department nalli, complaint kodthini 😡",Bad,50000
"desk officer direct ga INR 3,000 adige Ration PDS office lo, lekapote reject antaadu",Bad,4000
"Submitted forms at BBMP, got stamp and signature, work done cleanly",Good,0
Felt intimidated at Panchayat office every time I asked for my application status,Bad,0
"Okay experience at Employment exchange, officer was busy and barely acknowledged me",Neutral,0
"INR 4,000 diye Revenue office mein apni marzi se, warna aur mahine nikal jaate",Bad,1000
Paid INR 500 at Panchayat office voluntarily because nothing was going to move otherwise,Bad,7000
"Everything was transparent at BESCOM, head clerk did not delay my file at all",Good,0
"Seedha bola Drug control department mein INR 8,000 do ya ghar jao — itna bold tha supervisor",Bad,25000
"staff member Education department mein seedha nahi bolta, aankh maarta hai — hint lagta hai",Bad,0
"staff member at Education department said bring INR 50,000 tomorrow or forget the entire application",Bad,25000
The inspector at Ration PDS office handled my case after I followed up five times,Neutral,0
"Seedha bola Water board mein INR 5,000 do ya ghar jao — itna bold tha desk officer",Bad,1200
"senior officer cash INR 800 thagolli anthu Education department nalli, bayam haakidru",Bad,1000
"Mediocre service at BESCOM, clerk was indifferent throughout",Neutral,0
"INR 6,000 kuduthen Income tax office la, illati velai aagaathu nu therinjuchu",Bad,40000
"supervisor ne Police station mein bina kuch liye kaam kar diya, yaar yeh rare hai",Good,0
No option,Bad,500
The head clerk at BESCOM was approachable and finished my work without any hint,Good,0
"desk officer seedha INR 10,000 kettikaattu Police station la, illati reject pannuven nu sonnaar",Bad,1500
"INR 25,000 dile naachaar hoton Panchayat office la, kahi paryay navhata 😞",Bad,18000
"File stuck at Panchayat office for over a month, section officer gives a new excuse every visit",Bad,0
"Straight aagi heltidru INR 800 kodo Building permit office nalli, illadre file close aagthade",Bad,2500
"INR 30,000 swayamga ichhanu Taluk office lo, system ila undi 😞",Bad,2000
"Forced payment INR 3,000 Social welfare office madhye, duty officer la kaahi bhiti nahi 😡",Bad,500
Office ke duty officer ne bola koi senior se baat karo Labour department mein — stalling hai,Bad,0
"Panchayat office mein clean experience, head clerk ne koi paisa nahi manga",Good,0
"Forced aagi INR 2,500 thogolidru Building permit office nalli, complaint kodthini 😡",Bad,40000
"Khullam khulla INR 18,000 manga Trade licence office mein, koi dar nahi tha duty officer ko",Bad,12000
Gave INR 800 at Trade licence office after inspector rejected my correct documents twice,Bad,50000
"Naachaar ah INR 1,000 kuduthen Collectorate la, veru vazhi illai",Bad,3000
Good officer 👍,Good,0
"Paid INR 15,000 at Municipal office voluntarily because nothing was going to move otherwise",Bad,25000
"clerk nodi nakkidhu Taluk office nalli, yenu kela maadlilla — satisfied",Good,0
The supervisor at Health department turned away my agent and helped me directly instead,Good,0
"Office chakkar haaktidini Taluk office ge, aadre yaaru mathaadalla yaar",Bad,0
The officer at Water board pointed me to a broker outside — I understood the hint,Bad,0
"Passport office madhye swachh anubhav, koi extra demand nahi bilkul",Good,0
"desk officer directly INR 12,000 kela maade Ration PDS office nalli, illadre reject anthu",Bad,35000
"Gave INR 3,000 on my own at BBMP after months of completely deliberate delay",Bad,1000
senior officer at Social welfare office referred me to senior for a completely simple request — stalling,Bad,0
"Straight aagi heltidru INR 6,000 kodo Income tax office nalli, illadre file close aagthade",Bad,6000
"Hint artham chesukoni INR 5,000 ichhanu Passport office lo, pani ayyindi",Bad,2000
"head clerk at Police station was bold enough to demand INR 4,000 with cameras watching",Bad,1200
"Forced aagi INR 10,000 thogolidru Water board nalli, complaint kodthini 😡",Bad,1000
Frustrated with Education department — desk officer is clearly waiting but won't say for what,Bad,0
The supervisor said submit documents and come in 2 days — and it was actually done,Good,0
"Forced aagi INR 30,000 thogolidru Taluk office nalli, complaint kodthini 😡",Bad,1000
The senior officer at Labour department pointed me to a broker outside — I understood the hint,Bad,0
"Seedha bola Forest department mein INR 1,000 do ya ghar jao — itna bold tha duty officer",Bad,7000
Felt intimidated at BBMP every time I asked for my application status,Bad,0
"senior officer ne Employment exchange madhye neet explain kela, paisa nahi magitla",Good,0
Paid INR 500 and my file was immediately processed at Forest department — obvious corruption,Bad,1200
"Straight aagi heltidru INR 12,000 kodo Labour department nalli, illadre file close aagthade",Bad,2500
"GST office nalli documents bega process aadvu, staff member cooperative aagidru",Good,0
"INR 40,000 ichhaanu Drug control department lo, lekapote pani avvaadu ani telisindi",Bad,1200
The head clerk at Forest department turned away my agent and helped me directly instead,Good,0
"INR 1,200 diye Revenue office mein apni marzi se, warna aur mahine nikal jaate",Bad,15000
Drug control department experience was average — clerk did the job but nothing more,Neutral,800
"Dabaav mein diya INR 18,000 Social welfare office mein, clerk bilkul nahi dara",Bad,500
"duty officer okay aagidru Fire NOC office nalli, aadre helpful alla bilkul",Neutral,0
"desk officer nodi sumnirthare Panchayat office nalli, kela maadidre naale baa anthaare",Bad,0
"INR 500 ki demand khullam khulla Collectorate mein, koi sharam nahi 😡",Bad,10000
"Paid INR 1,200 at Forest department voluntarily because nothing was going to move otherwise",Bad,3000
"RTO nalli sakkath clean experience, senior officer honest aagidru",Good,0
"Forced ga INR 25,000 teesukunnaru Police station lo, complaint chestanu 😡",Bad,800
"Paid INR 12,000 and my file was immediately processed at BESCOM — obvious corruption",Bad,1500
"duty officer busy tha BBMP mein, dhyan nahi diya, fir bhi kaam nikla",Neutral,2500
"head clerk at Municipal office pointed at the drawer — I placed INR 10,000 inside",Bad,40000
Rare clean governance — Income tax office clerk did the work on time 🙏,Good,0
"INR 12,000 dile naachaar hoton RTO la, kahi paryay navhata 😞",Bad,1000
"Work aaytu BESCOM nalli bega bega, clerk tumba helpful aagidru",Good,0
"Surprisingly smooth experience at Collectorate, head clerk was very professional",Good,0
"Maine khud INR 2,500 diye Panchayat office mein kyunki kaam hone wala nahi tha",Bad,7000
"Forced ga INR 6,000 teesukunnaru BBMP lo, complaint chestanu 😡",Bad,45000
section officer ne seedha kaha INR 800 lao Water board mein warna application cancel,Bad,2500
inspector at GST office threatened to cancel my file unless I paid INR 800 immediately,Bad,45000
"clerk nodi sumnirthare Building permit office nalli, kela maadidre naale baa anthaare",Bad,0
"Naachaar ah INR 20,000 kuduthen Land registration la, veru vazhi illai",Bad,3000
